,Unnamed: 0,fact,context,annotators,response,model,Understandable,Natural,MaintainsContext,Engaging,UsesKnowledge,Overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met,relev_met
723,723,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",shikib,"working at a gas station sounds interesting . what do you do for fun ?
",KV-MemNN,1,3,2,3,0,3,poor,moderate,moderate,poor,poor,moderate,0.995314109,0.996033241,0.844228274,1.088204881,0.992763178,0.983308737,75.35220337,0.009689674,-1.108402848,-1.325587273,0.088644689,0.08875178,0.854919314,0.823621154,0.838978469,0.850338101,0.818656921,0.834196806,0.136986301,0.136986301,0.136986301,12.23942858,12.11347324,5.506216109,4.224230409,5.203745842,5.066985607,-3.659638114,-3.408045875,0.021512493
724,724,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",mckenna,"working at a gas station sounds interesting . what do you do for fun ?
",KV-MemNN,1,3,2,2,0,1,poor,moderate,poor,poor,poor,poor,0.995314109,0.996033241,0.844228274,1.088204881,0.992763178,0.983308737,75.35220337,0.009689674,-1.108402848,-1.325587273,0.088644689,0.08875178,0.854919314,0.823621154,0.838978469,0.850338101,0.818656921,0.834196806,0.136986301,0.136986301,0.136986301,12.23942858,12.11347324,5.506216109,4.224230409,5.203745842,5.066985607,-3.659638114,-3.408045875,0.021512493
725,725,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",yulan,"working at a gas station sounds interesting . what do you do for fun ?
",KV-MemNN,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.995314109,0.996033241,0.844228274,1.088204881,0.992763178,0.983308737,75.35220337,0.009689674,-1.108402848,-1.325587273,0.088644689,0.08875178,0.854919314,0.823621154,0.838978469,0.850338101,0.818656921,0.834196806,0.136986301,0.136986301,0.136986301,12.23942858,12.11347324,5.506216109,4.224230409,5.203745842,5.066985607,-3.659638114,-3.408045875,0.021512493
726,726,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",shikib,"i love to work out , i am a cashier at a gas station
",Seq2Seq,1,3,1,3,1,3,poor,moderate,moderate,poor,poor,moderate,0.995915035,0.995557063,0.080952316,0.991405098,0.634767674,0.739719437,50.06921768,0.01210761,-1.484626532,-1.562046647,0.163669725,0.163669725,0.902226746,0.840993881,0.870534897,0.898467422,0.835839927,0.866022944,0.273972603,0.273972603,0.273972603,12.04381186,11.90413773,3.942285798,3.131415441,5.177540779,4.636760712,-3.347077403,-3.048229321,0.022071086
727,727,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",mckenna,"i love to work out , i am a cashier at a gas station
",Seq2Seq,1,3,2,2,1,3,poor,moderate,poor,poor,poor,moderate,0.995915035,0.995557063,0.080952316,0.991405098,0.634767674,0.739719437,50.06921768,0.01210761,-1.484626532,-1.562046647,0.163669725,0.163669725,0.902226746,0.840993881,0.870534897,0.898467422,0.835839927,0.866022944,0.273972603,0.273972603,0.273972603,12.04381186,11.90413773,3.942285798,3.131415441,5.177540779,4.636760712,-3.347077403,-3.048229321,0.022071086
728,728,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",yulan,"i love to work out , i am a cashier at a gas station
",Seq2Seq,1,2,3,3,1,5,poor,poor,moderate,moderate,poor,high,0.995915035,0.995557063,0.080952316,0.991405098,0.634767674,0.739719437,50.06921768,0.01210761,-1.484626532,-1.562046647,0.163669725,0.163669725,0.902226746,0.840993881,0.870534897,0.898467422,0.835839927,0.866022944,0.273972603,0.273972603,0.273972603,12.04381186,11.90413773,3.942285798,3.131415441,5.177540779,4.636760712,-3.347077403,-3.048229321,0.022071086
729,729,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",shikib,"oh , i am sorry to hear that . i am a big fan of the walking dead .
",Language Model,1,2,1,3,0,2,poor,poor,moderate,poor,poor,poor,0.99974928,0.999770452,0.002389186,0.664151233,0.117503884,0.556712807,32.19197083,0,-1.775406837,-1.655511618,0.090909091,0.090909091,0.86433661,0.827051759,0.84528327,0.825356841,0.814030647,0.819654644,0.231884058,0.231884058,0.231884058,15.52056277,14.75174558,6.445530355,1.873050948,6.913848877,3.571229458,-3.149916924,-3.448981163,0.021455158
730,730,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",mckenna,"oh , i am sorry to hear that . i am a big fan of the walking dead .
",Language Model,1,2,2,2,0,2,poor,poor,poor,poor,poor,poor,0.99974928,0.999770452,0.002389186,0.664151233,0.117503884,0.556712807,32.19197083,0,-1.775406837,-1.655511618,0.090909091,0.090909091,0.86433661,0.827051759,0.84528327,0.825356841,0.814030647,0.819654644,0.231884058,0.231884058,0.231884058,15.52056277,14.75174558,6.445530355,1.873050948,6.913848877,3.571229458,-3.149916924,-3.448981163,0.021455158
731,731,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",yulan,"oh , i am sorry to hear that . i am a big fan of the walking dead .
",Language Model,1,3,2,3,0,3,poor,moderate,moderate,poor,poor,moderate,0.99974928,0.999770452,0.002389186,0.664151233,0.117503884,0.556712807,32.19197083,0,-1.775406837,-1.655511618,0.090909091,0.090909091,0.86433661,0.827051759,0.84528327,0.825356841,0.814030647,0.819654644,0.231884058,0.231884058,0.231884058,15.52056277,14.75174558,6.445530355,1.873050948,6.913848877,3.571229458,-3.149916924,-3.448981163,0.021455158
732,732,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",shikib,"that's cool . my dad keeps trying to set me up on blind dates . it's getting annoying !
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999639278,0.999685841,0.960350193,1.98422323,0.648798325,1.118539373,69.18525696,0.063927352,-1.505651116,-1.168302298,0.054347826,0.196784192,0.85007596,0.825792551,0.837758303,0.875204921,0.83403492,0.854124069,0.256410256,0.256410256,0.256410256,17.74943286,17.14308774,8.331900336,5.439443495,8.652564049,8.32237339,-3.566234368,-3.473371374,0.03004219
733,733,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",mckenna,"that's cool . my dad keeps trying to set me up on blind dates . it's getting annoying !
",New Human Generated,1,3,2,3,1,4,poor,moderate,moderate,poor,poor,high,0.999639278,0.999685841,0.960350193,1.98422323,0.648798325,1.118539373,69.18525696,0.063927352,-1.505651116,-1.168302298,0.054347826,0.196784192,0.85007596,0.825792551,0.837758303,0.875204921,0.83403492,0.854124069,0.256410256,0.256410256,0.256410256,17.74943286,17.14308774,8.331900336,5.439443495,8.652564049,8.32237339,-3.566234368,-3.473371374,0.03004219
734,734,"your persona: i enjoy working with my hands and love gardening.
your persona: i just got a job working in a gas station.
your persona: i was adopted at a young age to an older couple.
your persona: i am terrified of clowns due to childhood trauma.
your persona: my father keeps trying to set me up on blind dates.
","hi i love cooking and fishing ! and reading comic books
oh , i just like gardening .
if i am not in the kitchen , i am on my boat in the water
that is cool , i got a job just now in a gas station
cool , i got a spiderman comic at a gas station
",yulan,"that's cool . my dad keeps trying to set me up on blind dates . it's getting annoying !
",New Human Generated,1,3,2,3,1,5,poor,moderate,moderate,poor,poor,high,0.999639278,0.999685841,0.960350193,1.98422323,0.648798325,1.118539373,69.18525696,0.063927352,-1.505651116,-1.168302298,0.054347826,0.196784192,0.85007596,0.825792551,0.837758303,0.875204921,0.83403492,0.854124069,0.256410256,0.256410256,0.256410256,17.74943286,17.14308774,8.331900336,5.439443495,8.652564049,8.32237339,-3.566234368,-3.473371374,0.03004219
735,735,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",shikib,"i am a 44 year old male .
",Original Ground Truth,1,3,3,2,0,3,poor,moderate,poor,moderate,poor,moderate,0.999704978,0.999759807,0.036828732,0.554553973,0.250275737,0.568224645,34.41583252,0,-1.670529246,-1.527692318,0.0437223,0.054722817,0.88358593,0.771965742,0.824013054,0.844684005,0.817992091,0.831123829,0.08,0.08,0.08,6.185566723,5.276049614,2.62947616,0.531215942,3.527268648,1.041725159,-2.847546744,-2.827517623,0.019512406
736,736,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",mckenna,"i am a 44 year old male .
",Original Ground Truth,1,3,3,2,0,3,poor,moderate,poor,moderate,poor,moderate,0.999704978,0.999759807,0.036828732,0.554553973,0.250275737,0.568224645,34.41583252,0,-1.670529246,-1.527692318,0.0437223,0.054722817,0.88358593,0.771965742,0.824013054,0.844684005,0.817992091,0.831123829,0.08,0.08,0.08,6.185566723,5.276049614,2.62947616,0.531215942,3.527268648,1.041725159,-2.847546744,-2.827517623,0.019512406
737,737,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",yulan,"i am a 44 year old male .
",Original Ground Truth,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999704978,0.999759807,0.036828732,0.554553973,0.250275737,0.568224645,34.41583252,0,-1.670529246,-1.527692318,0.0437223,0.054722817,0.88358593,0.771965742,0.824013054,0.844684005,0.817992091,0.831123829,0.08,0.08,0.08,6.185566723,5.276049614,2.62947616,0.531215942,3.527268648,1.041725159,-2.847546744,-2.827517623,0.019512406
738,738,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",shikib,"i am female , what about you
",KV-MemNN,1,3,2,2,1,3,poor,moderate,poor,poor,poor,moderate,0.997559875,0.997322961,0.065293868,0.996000159,0.994348847,0.810105142,147.9959412,0,-1.922469378,-1.680358052,0.031203112,0.040236052,0.867997885,0.776484787,0.819695055,0.830305815,0.818549395,0.824385703,0.081632653,0.081632653,0.081632653,5.246131301,4.533332169,0.987481534,0.000731076,2.485006094,1.066529512,-2.962086557,-2.780388698,0.01970092
739,739,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",mckenna,"i am female , what about you
",KV-MemNN,1,3,2,2,0,3,poor,moderate,poor,poor,poor,moderate,0.997559875,0.997322961,0.065293868,0.996000159,0.994348847,0.810105142,147.9959412,0,-1.922469378,-1.680358052,0.031203112,0.040236052,0.867997885,0.776484847,0.819695115,0.830305815,0.818549395,0.824385703,0.081632653,0.081632653,0.081632653,5.246131301,4.533332169,0.987481534,0.000731076,2.485006094,1.066529512,-2.962086557,-2.780388698,0.01970092
740,740,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",yulan,"i am female , what about you
",KV-MemNN,1,3,2,2,0,3,poor,moderate,poor,poor,poor,moderate,0.997559875,0.997322961,0.065293868,0.996000159,0.994348847,0.810105142,147.9959412,0,-1.922469378,-1.680358052,0.031203112,0.040236052,0.867997885,0.776484847,0.819695115,0.830305815,0.818549395,0.824385703,0.081632653,0.081632653,0.081632653,5.246131301,4.533332169,0.987481534,0.000731076,2.485006094,1.066529512,-2.962086557,-2.780388698,0.01970092
741,741,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",shikib,"i am a female . i am a teacher .
",Seq2Seq,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.997387247,0.997717627,0.906723443,1.844597227,0.892917026,1.127868514,44.72912216,0,-1.784556627,-1.420021534,0.044692961,0.122057352,0.876116633,0.773562312,0.821651757,0.882972717,0.833285272,0.857409716,0.196078431,0.196078431,0.196078431,8.114345968,7.602001607,1.381125838,0.785991434,2.97538805,2.896976471,-2.96194667,-2.789182918,0.019681154
742,742,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",mckenna,"i am a female . i am a teacher .
",Seq2Seq,1,2,3,2,1,4,poor,poor,poor,moderate,poor,high,0.997387247,0.997717627,0.906723443,1.844597227,0.892917026,1.127868514,44.72912216,0,-1.784556627,-1.420021534,0.044692961,0.122057352,0.876116633,0.773562312,0.821651757,0.882972717,0.833285272,0.857409716,0.196078431,0.196078431,0.196078431,8.114345968,7.602001607,1.381125838,0.785991434,2.97538805,2.896976471,-2.96194667,-2.789182918,0.019681154
743,743,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",yulan,"i am a female . i am a teacher .
",Seq2Seq,1,3,3,2,1,4,poor,moderate,poor,moderate,poor,high,0.997387247,0.997717627,0.906723443,1.844597227,0.892917026,1.127868514,44.72912216,0,-1.784556627,-1.420021534,0.044692961,0.122057352,0.876116633,0.773562312,0.821651757,0.882972717,0.833285272,0.857409716,0.196078431,0.196078431,0.196078431,8.114345968,7.602001607,1.381125838,0.785991434,2.97538805,2.896976471,-2.96194667,-2.789182918,0.019681154
744,744,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",shikib,"i am not . i am a student .
",Language Model,0,1,3,1,0,2,poor,poor,poor,moderate,poor,poor,0.999556618,0.999615438,0.092943168,0.823759403,0.855307774,0.75423648,50.74409485,0,-2.019848347,-1.899051189,0.041016894,0.109211776,0.866123915,0.768720567,0.814520538,0.85887897,0.817783594,0.837827682,0.16,0.16,0.16,6.852361619,6.517057955,1.003426939,0.022098815,2.216048956,2.104418278,-2.967329638,-2.832652013,0.019740675
745,745,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",mckenna,"i am not . i am a student .
",Language Model,1,3,2,2,0,2,poor,moderate,poor,poor,poor,poor,0.999556618,0.999615438,0.092943168,0.823759403,0.855307774,0.75423648,50.74409485,0,-2.019848347,-1.899051189,0.041016894,0.109211776,0.866123915,0.768720567,0.814520538,0.85887897,0.817783594,0.837827682,0.16,0.16,0.16,6.852361619,6.517057955,1.003426939,0.022098815,2.216048956,2.104418278,-2.967329638,-2.832652013,0.019740675
746,746,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",yulan,"i am not . i am a student .
",Language Model,1,3,1,2,0,2,poor,moderate,poor,poor,poor,poor,0.999556618,0.999615438,0.092943168,0.823759403,0.855307774,0.75423648,50.74409485,0,-2.019848347,-1.899051189,0.041016894,0.109211776,0.866123915,0.768720508,0.814520538,0.85887897,0.817783594,0.837827682,0.16,0.16,0.16,6.852361619,6.517057955,1.003426939,0.022098815,2.216048956,2.104418278,-2.967329638,-2.832652013,0.019740675
747,747,"your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm interested in photography and like taking pictures.
your persona: i am an elementary school teacher.
your persona: i am fluent in english spanish and french.
","hello do you enjoy sports ?
yes . baseball , tennis and the olympics are my favorite sports . how about you ?
i really enjoy golf and combat fighting , what occupation do you currently have ?
i'm an author , blogger and freelancer . what is your occupation ?
i am a it i've been working there for a very long time !
do you have an information technology degree ?
yes did you attend college at all ?
i earned an undergraduate degree in communications but have not found related work .
where are you currently located ? i live in florida .
i live in st . louis , missouri . are there any interesting landmarks near you ?
not really but i do enjoy to travel ! have you ever traveled anywhere ?
i have traveled to cleveland , cincinnati , miami , niagara falls and the bahamas .
are you a male or female ? i am a 20 year old male
",shikib,"i'm female . i love photography and i'm always taking pictures .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999595882,0.999594343,0.968794718,1.827772943,0.966508325,1.152453242,53.21677017,0,-1.606748581,-1.109497547,0.03238342,0.13435518,0.837256372,0.765501797,0.799772859,0.875693917,0.823195994,0.848633826,0.290909091,0.290909091,0.290909091,11.6226123,11.1128695,5.298538417,4.190199566,6.892401218,6.329864025,-2.969209363,-2.812141784,0.021029886
