,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,source,system_id,system_output,context,understandability,naturalness,coherence,engagingness,groundedness,overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met
323,323,323,323,"are you a fan of the nfl ? 
 i definitely am . watching the super bowl has become a family tradition . what about you ? 

",New Human Generated,i watch a few games here and there . did you know some teams do n't allow cheerleaders to eat in the same restauraunts as nfl players ? they actually have to leave if any nfl players walk in . ,"new orleans saints cheerleaders are forbidden from eating in the same restaurant as any nfl player and if they are already dining at a restaurant and an nfl player comes in after , the cheerleaders are required to leave .
",1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.990288575,0.989076555,0.98880735,2.445294879,0.999677999,1.282629072,79.71551514,0,-1.323540807,-0.749016821,0.200729927,0.372,0.845761895,0.861411393,0.85351491,0.886015236,0.892020583,0.889007747,0.394736842,0.394736842,0.394736842,37.64840162,33.87381214,15.42279434,13.71123081,14.25995255,5.54275322,-2.628757783,-4.804628611
324,324,324,324,"are you a game of thrones fan ? 
 no not really . i do nt have hbo so i do nt watch , you ? 
 i think i have only watch about a few minutes of it ; i do n't get it or like the genre 
 i tried to read one of the books and it was crazy to follow , i m more likely to watch documentaries or movies 
 same here . i like hbo for some of the other things they air but not got . 

",Original Ground Truth,"i do nt even know what else they air , i truly do nt watch much tv at all . maybe the simpsons once a while ","_nofact
",1,3,3,2.333333333,1,4.333333333,poor,moderate,poor,moderate,poor,high,0.990037222,0.988018755,0.998711068,1.895164556,0.992797352,1.172945791,129.7652435,0,-1.4085536,-1.972073436,0.095375743,0.095375743,0.866907358,0.832500279,0.849355519,0.784714282,0.810309291,0.797306418,0.20754717,0.20754717,0.20754717,20.980165,20.96982515,9.810634494,7.096320737,11.59132004,6.821697712,-4.46644726,-3.670652399
325,325,325,325,"are you a game of thrones fan ? 
 no not really . i do nt have hbo so i do nt watch , you ? 
 i think i have only watch about a few minutes of it ; i do n't get it or like the genre 
 i tried to read one of the books and it was crazy to follow , i m more likely to watch documentaries or movies 
 same here . i like hbo for some of the other things they air but not got . 

",Argmax Decoding,i do n't watch it but i do n't really watch it .,"_nofact
",0.333333333,1,1.666666667,1.333333333,1,1.333333333,poor,poor,poor,poor,poor,poor,0.000578344,0.000598701,0.970224345,0.997988145,0.569124569,0.507702821,44.93122864,0,-1.315958738,-1.396246195,0.090644622,0.090644622,0.905213296,0.826240301,0.863925815,0.801750422,0.829085052,0.815188646,0.25,0.25,0.25,12.60006213,12.59801424,2.454730719,1.821876422,4.577923775,5.47548151,-3.352847112,-4.853747848
326,326,326,326,"are you a game of thrones fan ? 
 no not really . i do nt have hbo so i do nt watch , you ? 
 i think i have only watch about a few minutes of it ; i do n't get it or like the genre 
 i tried to read one of the books and it was crazy to follow , i m more likely to watch documentaries or movies 
 same here . i like hbo for some of the other things they air but not got . 

",Nucleus Decoding (p = 0.3),"i do n't really watch it , but i do n't really like it , i like it , what about you ?","_nofact
",0,1,1.666666667,1.666666667,1,1.333333333,poor,poor,poor,poor,poor,poor,0.004747581,0.004961544,0.966376199,0.999474553,0.956948811,0.586501738,28.81987953,0,-1.215346217,-1.809520125,0.161733857,0.161733857,0.888090968,0.832762361,0.859537184,0.771197081,0.820552826,0.795109808,0.330097087,0.330097087,0.330097087,21.25222266,21.22457892,5.457831822,5.803032815,8.14563942,7.262270927,-3.290285483,-4.832992464
327,327,327,327,"are you a game of thrones fan ? 
 no not really . i do nt have hbo so i do nt watch , you ? 
 i think i have only watch about a few minutes of it ; i do n't get it or like the genre 
 i tried to read one of the books and it was crazy to follow , i m more likely to watch documentaries or movies 
 same here . i like hbo for some of the other things they air but not got . 

",Nucleus Decoding (p = 0.5),"yeah i think so too . i also have not seen any of the hbo series , have you ?","_nofact
",0.333333333,2,2.666666667,2,1,3,poor,poor,poor,poor,poor,moderate,0.969786244,0.971426253,0.998673218,1.748988743,0.983892403,1.134553372,76.89516449,0,-1.308733106,-1.657647014,0.123237245,0.123237245,0.876556695,0.829014063,0.852122784,0.800160587,0.818601966,0.809276283,0.222222222,0.222222222,0.222222222,17.85108829,17.8376376,6.479423225,5.114099614,7.40656662,5.10896492,-3.373834559,-4.607457249
328,328,328,328,"are you a game of thrones fan ? 
 no not really . i do nt have hbo so i do nt watch , you ? 
 i think i have only watch about a few minutes of it ; i do n't get it or like the genre 
 i tried to read one of the books and it was crazy to follow , i m more likely to watch documentaries or movies 
 same here . i like hbo for some of the other things they air but not got . 

",Nucleus Decoding (p = 0.7),"i do too , i also really enjoy series , it has been a really successful cast though","_nofact
",0.333333333,2.333333333,2.333333333,2,1,3.333333333,poor,poor,poor,poor,poor,moderate,0.748790943,0.762580067,0.743752523,0.998949358,0.979726421,0.846759862,164.901535,0,-1.451161146,-1.307014704,0.054945055,0.054945055,0.845604897,0.806164384,0.825413764,0.796305537,0.803510189,0.799891591,0.12244898,0.12244898,0.12244898,13.56412482,13.53999746,5.520027786,4.490704656,7.067753792,3.388266087,-3.4268482,-4.804777889
329,329,329,329,"are you a game of thrones fan ? 
 no not really . i do nt have hbo so i do nt watch , you ? 
 i think i have only watch about a few minutes of it ; i do n't get it or like the genre 
 i tried to read one of the books and it was crazy to follow , i m more likely to watch documentaries or movies 
 same here . i like hbo for some of the other things they air but not got . 

",New Human Generated,what else do you watch on hbo ? i need some good reccomendations .,"_nofact
",1,3,3,2.666666667,1,4.666666667,poor,moderate,poor,moderate,poor,high,0.944002513,0.948671861,0.998974235,1.879675858,0.978804185,1.15002573,65.28855896,0,-1.461989164,-1.775301933,0.049079755,0.049079755,0.833450675,0.806139171,0.819567502,0.793739319,0.813298583,0.80339998,0.127659574,0.127659574,0.127659574,14.24898994,14.24394768,3.627632163,3.422404077,4.770047188,3.711715221,-3.822677107,-3.895896995
330,330,330,330,"hey , ever use facebook ? 
 i do , it is the primary source of news for 30 % of american adults . do you use facebook your self ? 

",Original Ground Truth,"constantly , unfortunately . i 'd consider burger king 's offer to get a free whopper by unfriending 10 people if i liked burger king . ","burger king had a promotion where if you unfriend 10 people on facebook you get a free whopper .
",1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999446774,0.999490608,0.964726551,1.78422712,0.999627477,1.149503706,246.5569916,0.135232851,-1.464348316,-0.805159628,0.050675676,0.532155892,0.819590747,0.817740083,0.818664432,0.886245489,0.9192608,0.902451277,0.43902439,0.43902439,0.43902439,25.37557936,22.6010077,11.84995597,10.54253,15.2982235,4.353667736,-2.990685331,-5.257075935
331,331,331,331,"hey , ever use facebook ? 
 i do , it is the primary source of news for 30 % of american adults . do you use facebook your self ? 

",Argmax Decoding,"i do n't use facebook , but i do use it a lot . i do n't use it as much anymore .","burger king had a promotion where if you unfriend 10 people on facebook you get a free whopper .
",0,1.666666667,2.333333333,1.333333333,0,1.333333333,poor,poor,poor,poor,poor,poor,0.023870666,0.030290688,0.957137838,1.989417414,0.919801282,0.784103578,27.01880455,0,-0.770391405,-1.291831136,0.153583618,0.153583618,0.85777086,0.844427049,0.851046681,0.840454757,0.840727389,0.840591073,0.304347826,0.304347826,0.304347826,19.86969137,19.76945233,4.773328573,4.910943478,7.903501511,7.020501614,-2.946691542,-4.335955096
332,332,332,332,"hey , ever use facebook ? 
 i do , it is the primary source of news for 30 % of american adults . do you use facebook your self ? 

",Nucleus Decoding (p = 0.3),"i have , i ve been using it a few times , but i never joined it .","burger king had a promotion where if you unfriend 10 people on facebook you get a free whopper .
",0.333333333,2,2,1.333333333,0,1.666666667,poor,poor,poor,poor,poor,poor,0.934675132,0.938513226,0.992013954,0.998860368,0.380098895,0.848832315,63.54365921,0,-1.252342224,-1.798395872,0.104166667,0.104166667,0.857613683,0.830196202,0.84368223,0.845849037,0.829860568,0.837778568,0.102564103,0.102564103,0.102564103,14.03380352,13.86644691,4.210989356,2.861791879,5.76612854,3.843111038,-3.079780494,-4.973581922
333,333,333,333,"hey , ever use facebook ? 
 i do , it is the primary source of news for 30 % of american adults . do you use facebook your self ? 

",Nucleus Decoding (p = 0.5),"i do n't really use facebook , but i do n't use it much anymore .","burger king had a promotion where if you unfriend 10 people on facebook you get a free whopper .
",0.333333333,1.666666667,2.333333333,1.333333333,0,1.666666667,poor,poor,poor,poor,poor,poor,0.035221237,0.027948738,0.973449298,0.995939228,0.707408948,0.54799349,51.62238312,0,-0.835954487,-1.293847561,0.157342657,0.157342657,0.844313502,0.84282583,0.84356904,0.829946041,0.840875089,0.835374773,0.35,0.35,0.35,13.84626222,13.76519001,4.104591131,3.222773265,6.783834457,6.302875519,-2.967398195,-4.409710463
